Question	TI-ABS-KW	Id respondent	SDG	I don't know	Irrelevant	OK, relevant
Q022221	PUBLISH AND PERISH: CREATIVE DESTRUCTION AND MACROECONOMIC THEORY A number of macroeconomic theories, very popular in the 1980s, seem to have completely disappeared and been replaced by the dynamic stochastic general equilibrium (dsge) approach. We will argue that this replacement is due to a tacit agreement on a number of assumptions, previously seen as mutually exclusive, and not due to a settlement by 'nature'. As opposed to econometrics and microeconomics and despite massive progress in the access to data and the use of statistical software, macroeconomic theory appears not to be a cumulative science so far. Observational equivalence of different models and the problem of identification of parameters of the models persist as will be highlighted by examining two examples: one in growth theory and a second in testing inflation persistence. Copyright by Fabrizio Serra editore, Pisa Roma. Controversies; Convergence; Economic growth; Identification; Inflation persistence; Macroeconomic theory  	L-68	SDG8	1	null	null
Q022221	PUBLISH AND PERISH: CREATIVE DESTRUCTION AND MACROECONOMIC THEORY A number of macroeconomic theories, very popular in the 1980s, seem to have completely disappeared and been replaced by the dynamic stochastic general equilibrium (dsge) approach. We will argue that this replacement is due to a tacit agreement on a number of assumptions, previously seen as mutually exclusive, and not due to a settlement by 'nature'. As opposed to econometrics and microeconomics and despite massive progress in the access to data and the use of statistical software, macroeconomic theory appears not to be a cumulative science so far. Observational equivalence of different models and the problem of identification of parameters of the models persist as will be highlighted by examining two examples: one in growth theory and a second in testing inflation persistence. Copyright by Fabrizio Serra editore, Pisa Roma. Controversies; Convergence; Economic growth; Identification; Inflation persistence; Macroeconomic theory  	L-68	SDG16	1	null	null
Q022221	PUBLISH AND PERISH: CREATIVE DESTRUCTION AND MACROECONOMIC THEORY A number of macroeconomic theories, very popular in the 1980s, seem to have completely disappeared and been replaced by the dynamic stochastic general equilibrium (dsge) approach. We will argue that this replacement is due to a tacit agreement on a number of assumptions, previously seen as mutually exclusive, and not due to a settlement by 'nature'. As opposed to econometrics and microeconomics and despite massive progress in the access to data and the use of statistical software, macroeconomic theory appears not to be a cumulative science so far. Observational equivalence of different models and the problem of identification of parameters of the models persist as will be highlighted by examining two examples: one in growth theory and a second in testing inflation persistence. Copyright by Fabrizio Serra editore, Pisa Roma. Controversies; Convergence; Economic growth; Identification; Inflation persistence; Macroeconomic theory  	L-80	SDG8	1	null	null
Q022221	PUBLISH AND PERISH: CREATIVE DESTRUCTION AND MACROECONOMIC THEORY A number of macroeconomic theories, very popular in the 1980s, seem to have completely disappeared and been replaced by the dynamic stochastic general equilibrium (dsge) approach. We will argue that this replacement is due to a tacit agreement on a number of assumptions, previously seen as mutually exclusive, and not due to a settlement by 'nature'. As opposed to econometrics and microeconomics and despite massive progress in the access to data and the use of statistical software, macroeconomic theory appears not to be a cumulative science so far. Observational equivalence of different models and the problem of identification of parameters of the models persist as will be highlighted by examining two examples: one in growth theory and a second in testing inflation persistence. Copyright by Fabrizio Serra editore, Pisa Roma. Controversies; Convergence; Economic growth; Identification; Inflation persistence; Macroeconomic theory  	L-80	SDG16	1	null	null
Q022922	Teaching accreditation exams reveal grading biases favor women in male-dominated disciplines in France Discrimination against women is seen as one of the possible causes behind their underrepresentation in certain STEM (science, technology, engineering, and mathematics) subjects. We show that this is not the case for the competitive exams used to recruit almost all French secondary and postsecondary teachers and professors. Comparisons of oral non-gender-blind tests with written gender-blind tests for about 100,000 individuals observed in 11 different fields over the period 2006-2013 reveal a bias in favor of women that is strongly increasing with the extent of a field's male-domination. This bias turns from 3 to 5 percentile ranks for men in literature and foreign languages to about 10 percentile ranks for women in math, physics, or philosophy. These findings have implications for the debate over what interventions are appropriate to increase the representation of women in fields in which they are currently underrepresented. Copyright 2016 by the American Association for the Advancement of Science. All rights reserved. dominance; female behavior; gender disparity; human behavior; male; science and technology; social problem; teaching; academic achievement; accreditation; Article; chemistry; emotional intelligence; female; France; gender bias; geography; high school; history; human; male; mathematics; philosophy; physics; primary school; priority journal; sex difference; sex ratio; sociology; teacher; teaching; education; engineering; psychology; science; sexism; social dominance; technology; France; Accreditation; Educational Measurement; Engineering; Female; France; Humans; Male; Mathematics; Science; Sexism; Social Dominance; Technology  	L-88	SDG4	1	null	null
Q022922	Teaching accreditation exams reveal grading biases favor women in male-dominated disciplines in France Discrimination against women is seen as one of the possible causes behind their underrepresentation in certain STEM (science, technology, engineering, and mathematics) subjects. We show that this is not the case for the competitive exams used to recruit almost all French secondary and postsecondary teachers and professors. Comparisons of oral non-gender-blind tests with written gender-blind tests for about 100,000 individuals observed in 11 different fields over the period 2006-2013 reveal a bias in favor of women that is strongly increasing with the extent of a field's male-domination. This bias turns from 3 to 5 percentile ranks for men in literature and foreign languages to about 10 percentile ranks for women in math, physics, or philosophy. These findings have implications for the debate over what interventions are appropriate to increase the representation of women in fields in which they are currently underrepresented. Copyright 2016 by the American Association for the Advancement of Science. All rights reserved. dominance; female behavior; gender disparity; human behavior; male; science and technology; social problem; teaching; academic achievement; accreditation; Article; chemistry; emotional intelligence; female; France; gender bias; geography; high school; history; human; male; mathematics; philosophy; physics; primary school; priority journal; sex difference; sex ratio; sociology; teacher; teaching; education; engineering; psychology; science; sexism; social dominance; technology; France; Accreditation; Educational Measurement; Engineering; Female; France; Humans; Male; Mathematics; Science; Sexism; Social Dominance; Technology  	L-88	SDG5	1	null	null
Q022922	Teaching accreditation exams reveal grading biases favor women in male-dominated disciplines in France Discrimination against women is seen as one of the possible causes behind their underrepresentation in certain STEM (science, technology, engineering, and mathematics) subjects. We show that this is not the case for the competitive exams used to recruit almost all French secondary and postsecondary teachers and professors. Comparisons of oral non-gender-blind tests with written gender-blind tests for about 100,000 individuals observed in 11 different fields over the period 2006-2013 reveal a bias in favor of women that is strongly increasing with the extent of a field's male-domination. This bias turns from 3 to 5 percentile ranks for men in literature and foreign languages to about 10 percentile ranks for women in math, physics, or philosophy. These findings have implications for the debate over what interventions are appropriate to increase the representation of women in fields in which they are currently underrepresented. Copyright 2016 by the American Association for the Advancement of Science. All rights reserved. dominance; female behavior; gender disparity; human behavior; male; science and technology; social problem; teaching; academic achievement; accreditation; Article; chemistry; emotional intelligence; female; France; gender bias; geography; high school; history; human; male; mathematics; philosophy; physics; primary school; priority journal; sex difference; sex ratio; sociology; teacher; teaching; education; engineering; psychology; science; sexism; social dominance; technology; France; Accreditation; Educational Measurement; Engineering; Female; France; Humans; Male; Mathematics; Science; Sexism; Social Dominance; Technology  	L-90	SDG4	1	null	null
Q022922	Teaching accreditation exams reveal grading biases favor women in male-dominated disciplines in France Discrimination against women is seen as one of the possible causes behind their underrepresentation in certain STEM (science, technology, engineering, and mathematics) subjects. We show that this is not the case for the competitive exams used to recruit almost all French secondary and postsecondary teachers and professors. Comparisons of oral non-gender-blind tests with written gender-blind tests for about 100,000 individuals observed in 11 different fields over the period 2006-2013 reveal a bias in favor of women that is strongly increasing with the extent of a field's male-domination. This bias turns from 3 to 5 percentile ranks for men in literature and foreign languages to about 10 percentile ranks for women in math, physics, or philosophy. These findings have implications for the debate over what interventions are appropriate to increase the representation of women in fields in which they are currently underrepresented. Copyright 2016 by the American Association for the Advancement of Science. All rights reserved. dominance; female behavior; gender disparity; human behavior; male; science and technology; social problem; teaching; academic achievement; accreditation; Article; chemistry; emotional intelligence; female; France; gender bias; geography; high school; history; human; male; mathematics; philosophy; physics; primary school; priority journal; sex difference; sex ratio; sociology; teacher; teaching; education; engineering; psychology; science; sexism; social dominance; technology; France; Accreditation; Educational Measurement; Engineering; Female; France; Humans; Male; Mathematics; Science; Sexism; Social Dominance; Technology  	L-90	SDG5	1	null	null
Q062822	Coupling between adsorption and mechanics (and vice versa) Adsorption can deform porous solids, and mechanical stresses or strains can impact the adsorption process: this mini-review is dedicated to this coupling. After introducing some frameworks used to predict adsorption-induced strains, the question of how important it is to take into account the impact of mechanics on the adsorption process is addressed. Finally, some specific complexities (e.g. of the microstructure, or of the mechanical behavior of the adsorbent) that the community aims at integrating into the prediction of adsorption-induced strains are addressed. 2018 Elsevier Ltd Elasticity; Structural design; Adsorption process; Induced strain; Mechanical behavior; Mechanical stress; Porous solids; Adsorption  	L-25	SDG7	1	null	null
Q062822	Coupling between adsorption and mechanics (and vice versa) Adsorption can deform porous solids, and mechanical stresses or strains can impact the adsorption process: this mini-review is dedicated to this coupling. After introducing some frameworks used to predict adsorption-induced strains, the question of how important it is to take into account the impact of mechanics on the adsorption process is addressed. Finally, some specific complexities (e.g. of the microstructure, or of the mechanical behavior of the adsorbent) that the community aims at integrating into the prediction of adsorption-induced strains are addressed. 2018 Elsevier Ltd Elasticity; Structural design; Adsorption process; Induced strain; Mechanical behavior; Mechanical stress; Porous solids; Adsorption  	L-87	SDG7	1	null	null
Q073116	Engineering students' use of creativity and development tools in conceptual product design: What, when and how? As creativity has become a requisite skill for engineers and a part of their basic training, one of the challenges in engineering education is to supply students with a good understanding of creativity and development tools. The aim of this study was to assess the effectiveness of these tools during a conceptual product design challenge. Students were introduced to creativity and development techniques and were provided the opportunity to choose and apply various methods during a hands-on project over 10 sessions distributed over 8 weeks. The analysis of the workbook used to record their progress showed individual differences in the creative process stages and performance as well as the nature of the tools used, when these tools were applied, and their effectiveness. The most creative students (C+) came up with original unique concepts, employed significantly more tools than the less creative ones (C-) and sustained their effort to find ideas up to the very end of the project. Most students who used Analogies, Personas, mind mapping, purge, and/or reverse brainstorming produced unique ideas, a variety of concepts as well as technological innovations. Structured and rational methods, such as functional analysis were used by both groups C+ and C-. This structured approach resulted in a mere reformulation of the specifications’ brief that helped students to clarify the problem and to better understand the functions and the constraints and they felt “ready to get started”. As it was observed with TRIZ, FAST, SADT, APTE and IRAD, the majority (78%) of the students who applied functional analysis did not come up with any unique or original kitchen concepts. The findings are discussed in relation to the effectiveness of the creativity training to improve the students’ confidence in their creative potential, as well as the fit between the tools used and (a) the conceptual design challenge, (b) the phase of the creative process, and (c) individual preferences such as the need for structure and closure. 2017 Elsevier Ltd Conceptual design; Creativity; Education; Engineering  	L-23	SDG4	1	null	null
Q073116	Engineering students' use of creativity and development tools in conceptual product design: What, when and how? As creativity has become a requisite skill for engineers and a part of their basic training, one of the challenges in engineering education is to supply students with a good understanding of creativity and development tools. The aim of this study was to assess the effectiveness of these tools during a conceptual product design challenge. Students were introduced to creativity and development techniques and were provided the opportunity to choose and apply various methods during a hands-on project over 10 sessions distributed over 8 weeks. The analysis of the workbook used to record their progress showed individual differences in the creative process stages and performance as well as the nature of the tools used, when these tools were applied, and their effectiveness. The most creative students (C+) came up with original unique concepts, employed significantly more tools than the less creative ones (C-) and sustained their effort to find ideas up to the very end of the project. Most students who used Analogies, Personas, mind mapping, purge, and/or reverse brainstorming produced unique ideas, a variety of concepts as well as technological innovations. Structured and rational methods, such as functional analysis were used by both groups C+ and C-. This structured approach resulted in a mere reformulation of the specifications’ brief that helped students to clarify the problem and to better understand the functions and the constraints and they felt “ready to get started”. As it was observed with TRIZ, FAST, SADT, APTE and IRAD, the majority (78%) of the students who applied functional analysis did not come up with any unique or original kitchen concepts. The findings are discussed in relation to the effectiveness of the creativity training to improve the students’ confidence in their creative potential, as well as the fit between the tools used and (a) the conceptual design challenge, (b) the phase of the creative process, and (c) individual preferences such as the need for structure and closure. 2017 Elsevier Ltd Conceptual design; Creativity; Education; Engineering  	L-66	SDG4	1	null	null
Q093239	Competitive Schools and the Gender Gap in the Choice of Field of Study In most developed countries, students have to choose a major field of study during high school. This is an important decision because it largely determines subsequent educational and occupational choices. Using French data, this paper reveals that enrollment at a more selective high school, with higher-achieving peers, has no impact on boys, but a strong impact on girls' choices: they turn away from scientific fields and settle for less competitive ones. Our results are not consistent with two commonly advanced explanations for gender differences in field of study-namely, disparities in prior academic preparation and in sensitivity to rank in class. academic performance; decision making; gender disparity; secondary education; student; womens status; France  	L-39	SDG5	1	null	null
Q093239	Competitive Schools and the Gender Gap in the Choice of Field of Study In most developed countries, students have to choose a major field of study during high school. This is an important decision because it largely determines subsequent educational and occupational choices. Using French data, this paper reveals that enrollment at a more selective high school, with higher-achieving peers, has no impact on boys, but a strong impact on girls' choices: they turn away from scientific fields and settle for less competitive ones. Our results are not consistent with two commonly advanced explanations for gender differences in field of study-namely, disparities in prior academic preparation and in sensitivity to rank in class. academic performance; decision making; gender disparity; secondary education; student; womens status; France  	L-90	SDG5	1	null	null
Q111044	Dynamics and sources of last glacial aeolian deposition in southwest France derived from dune patterns, grain-size gradients and geochemistry, and reconstruction of efficient wind directions Dune pattern, grain-size gradients and geochemistry were used to investigate the sources and dynamics of aeolian deposition during the last glacial in southwest France. The coversands form widespread fields of low-amplitude ridges (zibars), whereas Younger Dryas parabolic dunes mainly concentrate in corridors and along rivers. Spatial modelling of grain-size gradients combined with geochemical analysis points to a genetic relationship between coversands and loess, the latter resulting primarily from dust produced by aeolian abrasion of the coversands. The alluvium of the Garonne river provided also significant amounts of dust at a more local scale. The geochemical composition of loess shows much lower scattering than that of coversands, due to stronger homogenisation during transport in the atmosphere. Overall, sandy loess and loess deposits decrease in thickness away from the coversands. Dune orientation and grain-size gradients suggest that the efficient winds blew respectively from the W to the NW during the glacial, and the W-SW during the Younger Dryas. A comparison between the wind directions derived from the proxy data and those provided by palaeoclimatic simulations suggests a change of the main transport season. Ground surface conditions and their evolution throughout the year, i.e. the length of the season with snow and frozen or moist topsoil, and the seasonal distribution of wind speeds able to cause deflation are thought to have been the main factors that controlled the transport season in the study area. 2017 Elsevier Ltd Coversand; Dunes; Geochemistry; Grain-size modelling; Last glacial; Loess; Southwest France; Wind direction Air pollution control; Analytical geochemistry; Deposition; Dust; Geochemistry; Glacial geology; Sediments; Coversand; Dunes; Grain size; Last glacial; Loess; Southwest France; Wind directions; Bacteriology; abrasion; alluvial deposit; deflation; dune; eolian deposit; geochemistry; grain size; Last Glacial; loess; paleoclimate; reconstruction; sand; sediment transport; spatial distribution; wind direction; wind erosion; Younger Dryas; France; Garonne River  	L-25	SDG12	1	null	null
Q111044	Dynamics and sources of last glacial aeolian deposition in southwest France derived from dune patterns, grain-size gradients and geochemistry, and reconstruction of efficient wind directions Dune pattern, grain-size gradients and geochemistry were used to investigate the sources and dynamics of aeolian deposition during the last glacial in southwest France. The coversands form widespread fields of low-amplitude ridges (zibars), whereas Younger Dryas parabolic dunes mainly concentrate in corridors and along rivers. Spatial modelling of grain-size gradients combined with geochemical analysis points to a genetic relationship between coversands and loess, the latter resulting primarily from dust produced by aeolian abrasion of the coversands. The alluvium of the Garonne river provided also significant amounts of dust at a more local scale. The geochemical composition of loess shows much lower scattering than that of coversands, due to stronger homogenisation during transport in the atmosphere. Overall, sandy loess and loess deposits decrease in thickness away from the coversands. Dune orientation and grain-size gradients suggest that the efficient winds blew respectively from the W to the NW during the glacial, and the W-SW during the Younger Dryas. A comparison between the wind directions derived from the proxy data and those provided by palaeoclimatic simulations suggests a change of the main transport season. Ground surface conditions and their evolution throughout the year, i.e. the length of the season with snow and frozen or moist topsoil, and the seasonal distribution of wind speeds able to cause deflation are thought to have been the main factors that controlled the transport season in the study area. 2017 Elsevier Ltd Coversand; Dunes; Geochemistry; Grain-size modelling; Last glacial; Loess; Southwest France; Wind direction Air pollution control; Analytical geochemistry; Deposition; Dust; Geochemistry; Glacial geology; Sediments; Coversand; Dunes; Grain size; Last glacial; Loess; Southwest France; Wind directions; Bacteriology; abrasion; alluvial deposit; deflation; dune; eolian deposit; geochemistry; grain size; Last Glacial; loess; paleoclimate; reconstruction; sand; sediment transport; spatial distribution; wind direction; wind erosion; Younger Dryas; France; Garonne River  	L-64	SDG12	1	null	null
Q123193	Financial Literacy and Asset Behaviour: Poor Education and Zero for Conduct? Financial Literacy is a specific component of human capital which allows individual to deal with fundamental financial issues so as to take adequate financial decisions. After presenting the theoretical foundations of this notion, establishing its definition and reviewing the empirical literature, this paper presents recent studies about the link between financial literacy and financial decisions of the population in France using an original survey. The results suggest that financial literacy varies across the population. It is correlated with education but also with gender, age and political affiliation. This last point could reflect differences in opinion regarding the role of welfare state and individual responsibility. Finally, the link between financial literacy and some financial behaviors (the propensity to formulate a specific financial plan in the long run on the one hand and the propensity to own stocks on the other hand) is evaluated: in both cases positive correlations with financial literacy variables are found. We conclude with a reflection on the relative status of financial education to explain the investments of households and judge the effectiveness of training programs in the economic culture. 2018 Association for Comparative Economic Studies. Financial literacy; Propensity to plan; Saving; Stock participation puzzle; Wealth  	L-15	SDG1	1	null	null
Q123193	Financial Literacy and Asset Behaviour: Poor Education and Zero for Conduct? Financial Literacy is a specific component of human capital which allows individual to deal with fundamental financial issues so as to take adequate financial decisions. After presenting the theoretical foundations of this notion, establishing its definition and reviewing the empirical literature, this paper presents recent studies about the link between financial literacy and financial decisions of the population in France using an original survey. The results suggest that financial literacy varies across the population. It is correlated with education but also with gender, age and political affiliation. This last point could reflect differences in opinion regarding the role of welfare state and individual responsibility. Finally, the link between financial literacy and some financial behaviors (the propensity to formulate a specific financial plan in the long run on the one hand and the propensity to own stocks on the other hand) is evaluated: in both cases positive correlations with financial literacy variables are found. We conclude with a reflection on the relative status of financial education to explain the investments of households and judge the effectiveness of training programs in the economic culture. 2018 Association for Comparative Economic Studies. Financial literacy; Propensity to plan; Saving; Stock participation puzzle; Wealth  	L-86	SDG1	1	null	null
Q133258	Premature mortality and poverty measurement in an OLG economy Following Kanbur and Mukherjee (Bull Econ Res 59(4):339–359 2007), a solution to the “missing poor” problem (i.e., selection bias in poverty measures due to income-differentiated mortality) consists in computing hypothetical poverty rates while assigning a fictitious income to the prematurely dead. However, in a dynamic general equilibrium economy, doing “as if” the prematurely dead were still alive is likely to affect wages, output and capital accumulation, with an uncertain effect on poverty. We develop a three-period OLG model with income-differentiated mortality and compare actual poverty rates with hypothetical poverty rates that would have prevailed if everyone faced the survival conditions of the top income class. Including the prematurely dead has an ambiguous impact on poverty, since it affects income distribution through capital dilution, composition effects, and horizon effects. Our results are illustrated by quantifying the impact of income-differentiated mortality on poverty measures for France (1820–2010). 2018, Springer-Verlag GmbH Germany, part of Springer Nature. Capital accumulation; Income-differentiated mortality; Missing poor; OLG models; Poverty measures  	L-66	SDG3	1	null	null
Q133258	Premature mortality and poverty measurement in an OLG economy Following Kanbur and Mukherjee (Bull Econ Res 59(4):339–359 2007), a solution to the “missing poor” problem (i.e., selection bias in poverty measures due to income-differentiated mortality) consists in computing hypothetical poverty rates while assigning a fictitious income to the prematurely dead. However, in a dynamic general equilibrium economy, doing “as if” the prematurely dead were still alive is likely to affect wages, output and capital accumulation, with an uncertain effect on poverty. We develop a three-period OLG model with income-differentiated mortality and compare actual poverty rates with hypothetical poverty rates that would have prevailed if everyone faced the survival conditions of the top income class. Including the prematurely dead has an ambiguous impact on poverty, since it affects income distribution through capital dilution, composition effects, and horizon effects. Our results are illustrated by quantifying the impact of income-differentiated mortality on poverty measures for France (1820–2010). 2018, Springer-Verlag GmbH Germany, part of Springer Nature. Capital accumulation; Income-differentiated mortality; Missing poor; OLG models; Poverty measures  	L-93	SDG3	1	null	null
Q182183	Use of probabilistic expert elicitation for assessing risk of appearance of grape downy mildew Grape downy mildew (GDM) is a major disease of grapevine and the date of appearance of its first symptoms is a determinant information for the protection of the vineyard. Probabilistic elicitation of experts has been used here to estimate this date. In 2017 and 2018, 29 experts were elicited to provide probability distributions of dates of GDM appearance between April and June, for different plots. The results of these elicitations show that the experts' forecasts and their uncertainty change over the season with possible consequences on the number of fungicide treatments. The elicited dates tend to be earlier at the beginning of the season and later at the end of the season, with an average difference of about 18 days. In April 2017 and 2018, most of the elicited dates are too early compared to observed dates of GDM symptom appearance. However, this bias becomes negligible in the month of May. Compared to qualitative scoring systems, our results indicate that probabilistic elicitation is a better tool for communicating expert judgments and their associated uncertainties in plant disease risk assessments and epidemiological alert bulletins. 2019 Elsevier Ltd Downy mildew; Expert judgment; Grapevine; Probabilistic elicitation; Uncertainty comparative study; disease prevalence; environmental assessment; epidemiology; expert system; fungal disease; fungicide; probability; risk assessment; symptom; uncertainty analysis; vine; vineyard; Peronosporaceae; Vitaceae; Vitis  	L-24	SDG2	1	null	null
Q182183	Use of probabilistic expert elicitation for assessing risk of appearance of grape downy mildew Grape downy mildew (GDM) is a major disease of grapevine and the date of appearance of its first symptoms is a determinant information for the protection of the vineyard. Probabilistic elicitation of experts has been used here to estimate this date. In 2017 and 2018, 29 experts were elicited to provide probability distributions of dates of GDM appearance between April and June, for different plots. The results of these elicitations show that the experts' forecasts and their uncertainty change over the season with possible consequences on the number of fungicide treatments. The elicited dates tend to be earlier at the beginning of the season and later at the end of the season, with an average difference of about 18 days. In April 2017 and 2018, most of the elicited dates are too early compared to observed dates of GDM symptom appearance. However, this bias becomes negligible in the month of May. Compared to qualitative scoring systems, our results indicate that probabilistic elicitation is a better tool for communicating expert judgments and their associated uncertainties in plant disease risk assessments and epidemiological alert bulletins. 2019 Elsevier Ltd Downy mildew; Expert judgment; Grapevine; Probabilistic elicitation; Uncertainty comparative study; disease prevalence; environmental assessment; epidemiology; expert system; fungal disease; fungicide; probability; risk assessment; symptom; uncertainty analysis; vine; vineyard; Peronosporaceae; Vitaceae; Vitis  	L-87	SDG2	1	null	null
Qhal02883565	Ecological compensation and Agriculture Biodiversity Offset Measures (BOMs) are actions that ensure ecological gains at least equivalent to the losses incurred as a result of a development project. The Biodiversity Law of August 2016 makes the CBM framework more coercive. While 60% of French territory is dedicated to agricultural practices, farmers should become major players in ecological compensation. We analyze through a choice experiment the preferences of farmers to become MC operators. We show that the requirements of CD contracts will not lead to a systematic adhesion of farmers. We suggest contract orientations by farmer profile and by type of impacts to be compensated.  	L-15	SDG2	1	null	null
Qhal02883565	Ecological compensation and Agriculture Biodiversity Offset Measures (BOMs) are actions that ensure ecological gains at least equivalent to the losses incurred as a result of a development project. The Biodiversity Law of August 2016 makes the CBM framework more coercive. While 60% of French territory is dedicated to agricultural practices, farmers should become major players in ecological compensation. We analyze through a choice experiment the preferences of farmers to become MC operators. We show that the requirements of CD contracts will not lead to a systematic adhesion of farmers. We suggest contract orientations by farmer profile and by type of impacts to be compensated.  	L-20	SDG2	1	null	null
Q09hal01995271	Rural areas: between dependence and autonomy of metropolises - The case of the Vosges du Nord NRP In the framework of the Clim'Ability (2016-2019) research, which aims to support companies in taking into account climate change on the scale of the Upper Rhine, case studies have been conducted. Their objective was to refine knowledge on companies' capacities to adapt to climate change in order to determine how the territory can influence awareness and action (the territory as a geographical entity knowledge of specific hazards due to local characteristics, but also the territory as an institutional structure and space of appropriation) (Rudolf, 2012; Gobert et al., 2017). One of these field studies was particularly interested in the Vosges du Nord Regional Nature Park and the wood-forest sector (Brailly, 2012). As a rural territory characterized by its status, its charter and its landscapes, the NRP is partly subject to external influences such as the metropolis of Strasbourg (especially in terms of mobility of inhabitants) and the structuring of economic markets, including that of wood. It also presents a certain number of its own endogenous forces, material assets (natural resources in particular) and immaterial assets (skills present on the territory, partly linked to the industrial past and present companies. This article sets out to determine which entities are active in the territory and how they can structure the future of the territory, focusing on the efforts made in a particular sector of activity, that of the exploitation of the forest and of the material that is wood. Sector , Wood , Circular economy , Metropolises , etc.  	L-38	SDG15	1	null	null
Q09hal01995271	Rural areas: between dependence and autonomy of metropolises - The case of the Vosges du Nord NRP In the framework of the Clim'Ability (2016-2019) research, which aims to support companies in taking into account climate change on the scale of the Upper Rhine, case studies have been conducted. Their objective was to refine knowledge on companies' capacities to adapt to climate change in order to determine how the territory can influence awareness and action (the territory as a geographical entity knowledge of specific hazards due to local characteristics, but also the territory as an institutional structure and space of appropriation) (Rudolf, 2012; Gobert et al., 2017). One of these field studies was particularly interested in the Vosges du Nord Regional Nature Park and the wood-forest sector (Brailly, 2012). As a rural territory characterized by its status, its charter and its landscapes, the NRP is partly subject to external influences such as the metropolis of Strasbourg (especially in terms of mobility of inhabitants) and the structuring of economic markets, including that of wood. It also presents a certain number of its own endogenous forces, material assets (natural resources in particular) and immaterial assets (skills present on the territory, partly linked to the industrial past and present companies. This article sets out to determine which entities are active in the territory and how they can structure the future of the territory, focusing on the efforts made in a particular sector of activity, that of the exploitation of the forest and of the material that is wood. Sector , Wood , Circular economy , Metropolises , etc.  	L-66	SDG13	1	null	null
Q09hal01995271	Rural areas: between dependence and autonomy of metropolises - The case of the Vosges du Nord NRP In the framework of the Clim'Ability (2016-2019) research, which aims to support companies in taking into account climate change on the scale of the Upper Rhine, case studies have been conducted. Their objective was to refine knowledge on companies' capacities to adapt to climate change in order to determine how the territory can influence awareness and action (the territory as a geographical entity knowledge of specific hazards due to local characteristics, but also the territory as an institutional structure and space of appropriation) (Rudolf, 2012; Gobert et al., 2017). One of these field studies was particularly interested in the Vosges du Nord Regional Nature Park and the wood-forest sector (Brailly, 2012). As a rural territory characterized by its status, its charter and its landscapes, the NRP is partly subject to external influences such as the metropolis of Strasbourg (especially in terms of mobility of inhabitants) and the structuring of economic markets, including that of wood. It also presents a certain number of its own endogenous forces, material assets (natural resources in particular) and immaterial assets (skills present on the territory, partly linked to the industrial past and present companies. This article sets out to determine which entities are active in the territory and how they can structure the future of the territory, focusing on the efforts made in a particular sector of activity, that of the exploitation of the forest and of the material that is wood. Sector , Wood , Circular economy , Metropolises , etc.  	L-66	SDG15	1	null	null
Q09hal01995271	Rural areas: between dependence and autonomy of metropolises - The case of the Vosges du Nord NRP In the framework of the Clim'Ability (2016-2019) research, which aims to support companies in taking into account climate change on the scale of the Upper Rhine, case studies have been conducted. Their objective was to refine knowledge on companies' capacities to adapt to climate change in order to determine how the territory can influence awareness and action (the territory as a geographical entity knowledge of specific hazards due to local characteristics, but also the territory as an institutional structure and space of appropriation) (Rudolf, 2012; Gobert et al., 2017). One of these field studies was particularly interested in the Vosges du Nord Regional Nature Park and the wood-forest sector (Brailly, 2012). As a rural territory characterized by its status, its charter and its landscapes, the NRP is partly subject to external influences such as the metropolis of Strasbourg (especially in terms of mobility of inhabitants) and the structuring of economic markets, including that of wood. It also presents a certain number of its own endogenous forces, material assets (natural resources in particular) and immaterial assets (skills present on the territory, partly linked to the industrial past and present companies. This article sets out to determine which entities are active in the territory and how they can structure the future of the territory, focusing on the efforts made in a particular sector of activity, that of the exploitation of the forest and of the material that is wood. Sector , Wood , Circular economy , Metropolises , etc.  	L-66	SDG16	1	null	null
Q09hal01995271	Rural areas: between dependence and autonomy of metropolises - The case of the Vosges du Nord NRP In the framework of the Clim'Ability (2016-2019) research, which aims to support companies in taking into account climate change on the scale of the Upper Rhine, case studies have been conducted. Their objective was to refine knowledge on companies' capacities to adapt to climate change in order to determine how the territory can influence awareness and action (the territory as a geographical entity knowledge of specific hazards due to local characteristics, but also the territory as an institutional structure and space of appropriation) (Rudolf, 2012; Gobert et al., 2017). One of these field studies was particularly interested in the Vosges du Nord Regional Nature Park and the wood-forest sector (Brailly, 2012). As a rural territory characterized by its status, its charter and its landscapes, the NRP is partly subject to external influences such as the metropolis of Strasbourg (especially in terms of mobility of inhabitants) and the structuring of economic markets, including that of wood. It also presents a certain number of its own endogenous forces, material assets (natural resources in particular) and immaterial assets (skills present on the territory, partly linked to the industrial past and present companies. This article sets out to determine which entities are active in the territory and how they can structure the future of the territory, focusing on the efforts made in a particular sector of activity, that of the exploitation of the forest and of the material that is wood. Sector , Wood , Circular economy , Metropolises , etc.  	L-69	SDG11	1	null	null
